"","X.1","X","logFC","AveExpr","t","P.Value","adj.P.Val","B","Acc","SYM","gene_id","UniSYM","UniENTREZ","matchSYM"
"641","Q767I8|PCDA4_RAT","Q767I8|PCDA4_RAT",0.642428716023733,20.9438384373983,1.29254974843699,0.225695128647066,0.276587480266935,-5.43959064808199,"Q767I8","Pcdha4",116741,"Pcdha4","116741","Pcdha4"
"642","P55068|PGCB_RAT","P55068|PGCB_RAT",0.829111099243168,20.6919819513957,1.29188884821763,0.225914964798184,0.276587480266935,-5.44036125611711,"P55068","Bcan",25393,"Bcan","25393","Bcan"
"643","P15205|MAP1B_RAT","P15205|MAP1B_RAT",0.636299769083671,23.0489613215129,1.28840822768642,0.227075648600363,0.277576142768096,-5.44441510921986,"P15205","Map1b",29456,"Map1b","29456","Map1b"
"644","P63138|GBRB2_RAT","P63138|GBRB2_RAT",0.644999186197925,22.766471862793,1.28419880424774,0.228485936332386,0.27856678256023,-5.44930757134396,"P63138","Gabrb2",25451,"Gabrb2","25451","Gabrb2"
"645","tr|A0A0G2K1Q8|A0A0G2K1Q8_RAT","tr|A0A0G2K1Q8|A0A0G2K1Q8_RAT",0.645243962605772,20.5178798039754,1.28387452515351,0.228594878818509,0.27856678256023,-5.44968400404902,"A0A0G2K1Q8","Abca3",302973,"Abca3","302973","Abca3"
"646","P97629|LCAP_RAT","P97629|LCAP_RAT",0.657815297444671,23.6255861918132,1.28051389480991,0.229726414260907,0.279512324472249,-5.45358119514134,"P97629","Lnpep",171105,"Lnpep","171105","Lnpep"
"647","P21707|SYT1_RAT","P21707|SYT1_RAT",0.69495964050293,25.0027716954549,1.26939846822952,0.233501891841541,0.283140872611526,-5.46642008540271,"P21707","Syt1",25716,"Syt1","25716","Syt1"
"648","P20272|CNR1_RAT","P20272|CNR1_RAT",0.705324808756494,21.0539182027181,1.26909642648525,0.233605190504001,0.283140872611526,-5.46676785680648,"P20272","Cnr1",25248,"Cnr1","25248","Cnr1"
"649","O35276|NRP2_RAT","O35276|NRP2_RAT",0.638868331909158,21.627033551534,1.26853757449105,0.233796417464508,0.283140872611526,-5.46741116570744,"O35276","Nrp2",81527,"Nrp2","81527","Nrp2"
"650","tr|D3ZC81|D3ZC81_RAT","tr|D3ZC81|D3ZC81_RAT",0.733832677205399,20.556040763855,1.26750646813106,0.23414957658714,0.283140872611526,-5.46859757276011,"D3ZC81","Pex10",680424,"Pex10","680424","Pex10"
"651","tr|D4A567|D4A567_RAT","tr|D4A567|D4A567_RAT",0.654968261718739,23.2344627380371,1.26021476867513,0.236659519460007,0.285736378334202,-5.47696799895996,"D4A567",NA,NA,"Bub3","","Bub3"
"652","Q9Z1E1|FLOT1_RAT","Q9Z1E1|FLOT1_RAT",0.659334182739233,20.4270283381144,1.25853533320691,0.237240722932366,0.28599878562092,-5.47889103029972,"Q9Z1E1","Flot1",64665,"Flot1","64665","Flot1"
"653","O35795|ENTP2_RAT","O35795|ENTP2_RAT",0.605697631835927,23.6853822072347,1.2331217942431,0.24617871572897,0.296207822138654,-5.50776668153972,"O35795","Entpd2",64467,"Entpd2","64467","Entpd2"
"654","tr|D3ZQM3|D3ZQM3_RAT","tr|D3ZQM3|D3ZQM3_RAT",0.769428888956732,20.6383536656698,1.23232588978305,0.246462997046667,0.296207822138654,-5.50866417612859,"D3ZQM3","Itga3",360606,"Itga3","360606","Itga3"
"655","O88278|CELR3_RAT","O88278|CELR3_RAT",0.612360000610362,24.6433540980021,1.22544288745244,0.24893258848475,0.2987191061817,-5.51640826155804,"O88278","Celsr3",83466,"Celsr3","83466","Celsr3"
"656","tr|F1MAP4|F1MAP4_RAT","tr|F1MAP4|F1MAP4_RAT",0.616403579711935,21.210467338562,1.22209352958905,0.250141548867948,0.299712282637511,-5.52016527288482,"F1MAP4","Megf10",291445,"Megf10","291445","Megf10"
"657","Q5PPL3|NSDHL_RAT","Q5PPL3|NSDHL_RAT",0.663766860961939,20.4934848149618,1.21346331749838,0.25327852299031,0.303009009239548,-5.52981143937036,"Q5PPL3","Nsdhl",309262,"Nsdhl","309262","Nsdhl"
"658","P19490|GRIA1_RAT","P19490|GRIA1_RAT",0.701023737589502,20.4809522628784,1.21100597379047,0.254177516861885,0.303622383363893,-5.53254895457299,"P19490","Gria1",50592,"Gria1","50592","Gria1"
"659","tr|D3ZSY8|D3ZSY8_RAT","tr|D3ZSY8|D3ZSY8_RAT",0.597211201985729,24.2456092834473,1.2095179673296,0.254723137046323,0.30381242142399,-5.53420464563562,"D3ZSY8","Tbc1d10b",365372,"Tbc1d10b","365372","Tbc1d10b"
"660","Q8K3V3|AGRG1_RAT","Q8K3V3|AGRG1_RAT",0.590984344482404,25.5217177073161,1.20436900238674,0.256618431282268,0.305258824704777,-5.53992236400499,"Q8K3V3",NA,NA,"Adgrg1","","Adgrg1"
"661","tr|Q32KJ5|Q32KJ5_RAT","tr|Q32KJ5|Q32KJ5_RAT",0.600992202758796,24.3448864618937,1.20411404227948,0.256712573956562,0.305258824704777,-5.54020502299748,"Q32KJ5","Gns",299825,"Gns","299825","Gns"
"662","P84092|AP2M1_RAT","P84092|AP2M1_RAT",0.635808944702166,22.6218729019165,1.19785990255059,0.259030581841081,0.30754990532793,-5.54712486470772,"P84092","Ap2m1",116563,"Ap2m1","116563","Ap2m1"
"664","D3ZHV2|MACF1_RAT","D3ZHV2|MACF1_RAT",0.611158370971705,22.0204890569051,1.18688657719101,0.263138213612858,0.311485897439317,-5.55920208729498,"D3ZHV2","Macf1",362587,"Macf1","362587","Macf1"
"665","tr|A0A0G2JVW3|A0A0G2JVW3_RAT","tr|A0A0G2JVW3|A0A0G2JVW3_RAT",0.608851750691755,22.015658378601,1.17958778828856,0.265899071628575,0.314280707218135,-5.56718960752935,"A0A0G2JVW3","Ankrd17",289521,"Ankrd17","289521","Ankrd17"
"666","tr|A0A0G2K548|A0A0G2K548_RAT","tr|A0A0G2K548|A0A0G2K548_RAT",0.639175415039062,20.1348425547282,1.17127314803396,0.269072262147728,0.317553750822994,-5.5762442412125,"A0A0G2K548","Akap9",246150,"Akap9","246150","Akap9"
"667","tr|D3ZAG0|D3ZAG0_RAT","tr|D3ZAG0|D3ZAG0_RAT",0.619990030924477,20.3115615844727,1.15120617276212,0.276854483859656,0.326248312314378,-5.59789979232821,"D3ZAG0","Sema6a",361324,"Sema6a","361324","Sema6a"
"668","tr|A0A096MIX2|A0A096MIX2_RAT","tr|A0A096MIX2|A0A096MIX2_RAT",0.572621027628571,22.6930977503459,1.14427139452932,0.279584833834789,0.328972573943329,-5.60531810747386,"A0A096MIX2",NA,NA,"Ddx17","","Ddx17"
"669","Q5XII0|EPDR1_RAT","Q5XII0|EPDR1_RAT",0.570174535115537,21.4446280797323,1.11735540469577,0.29038305040583,0.341167530073217,-5.63378827800483,"Q5XII0","Epdr1",291180,"Epdr1","291180","Epdr1"
"670","tr|F1M8K0|F1M8K0_RAT","tr|F1M8K0|F1M8K0_RAT",0.608970006306926,25.7921705245972,1.11343851894973,0.291981205867751,0.342533175838884,-5.63788819322404,"F1M8K0","Dag1",114489,"Dag1","114489","Dag1"
"671","Q9ESR9|ABCA2_RAT","Q9ESR9|ABCA2_RAT",0.588680267334006,21.9375082651774,1.1074833779419,0.29442410028557,0.344758984531971,-5.64410042737211,"Q9ESR9","Abca2",79248,"Abca2","79248","Abca2"
"672","tr|D4AA77|D4AA77_RAT","tr|D4AA77|D4AA77_RAT",0.566478729248026,23.0618928273519,1.10667780775046,0.294755773034968,0.344758984531971,-5.64493880832543,"D4AA77","Plxnd1",312652,"Plxnd1","312652","Plxnd1"
"673","P24062|IGF1R_RAT","P24062|IGF1R_RAT",0.613807042439799,19.199543317159,1.10498106374351,0.295455311778883,0.345063707367314,-5.64670312403292,"P24062","Igf1r",25718,"Igf1r","25718","Igf1r"
"674","tr|D4A9F4|D4A9F4_RAT","tr|D4A9F4|D4A9F4_RAT",0.568317413330064,20.2588424682617,1.10159073768568,0.296856940034866,0.34618628318606,-5.65022221789172,"D4A9F4","Ntng2",311836,"Ntng2","311836","Ntng2"
"675","tr|D3ZCT7|D3ZCT7_RAT","tr|D3ZCT7|D3ZCT7_RAT",0.699198404947893,19.9749240875244,1.09453270083189,0.299791378600702,0.349090405303929,-5.65752152837722,"D3ZCT7","Sec23b",362226,"Sec23b","362226","Sec23b"
"676","tr|A0A0G2K0W3|A0A0G2K0W3_RAT","tr|A0A0G2K0W3|A0A0G2K0W3_RAT",0.532934824625627,23.8598168691,1.08463061059735,0.303945937799905,0.353404596317641,-5.66770080378037,"A0A0G2K0W3","Ttyh3",304315,"Ttyh3","304315","Ttyh3"
"677","Q62645|NMDE4_RAT","Q62645|NMDE4_RAT",0.558242797851531,20.798038482666,1.06987282885975,0.310219725251474,0.360166475698167,-5.68273787761864,"Q62645","Grin2d",24412,"Grin2d","24412","Grin2d"
"678","tr|A0A0G2K7L2|A0A0G2K7L2_RAT","tr|A0A0G2K7L2|A0A0G2K7L2_RAT",0.540563583373995,25.1009778976441,1.0677253137063,0.311140871006496,0.360703133644698,-5.68491260480985,"A0A0G2K7L2","Igsf3",295325,"Igsf3","295325","Igsf3"
"679","Q66HA5|C2D1A_RAT","Q66HA5|C2D1A_RAT",0.532148996988937,24.5020020802816,1.06257248282007,0.313359620265838,0.362740296802575,-5.69011674515941,"Q66HA5","Cc2d1a",288908,"Cc2d1a","288908","Cc2d1a"
"680","Q62656|PTPRZ_RAT","Q62656|PTPRZ_RAT",0.529916763305668,23.2359870274862,1.05676232856137,0.315875845433952,0.36511531545748,-5.69596100632026,"Q62656","Ptprz1",25613,"Ptprz1","25613","Ptprz1"
"681","tr|A0A0G2JUA5|A0A0G2JUA5_RAT","tr|A0A0G2JUA5|A0A0G2JUA5_RAT",0.519381205240901,20.9959049224854,1.05373170083497,0.317194413166188,0.366101040746878,-5.69899940439734,"A0A0G2JUA5","Ahnak",191572,"Ahnak","191572","Ahnak"
"682","tr|D4A885|D4A885_RAT","tr|D4A885|D4A885_RAT",0.705007553100568,22.1585156122843,1.05188274173922,0.318000909949797,0.366212538518856,-5.70084972206557,"D4A885",NA,NA,"Abca13","","Abca13"
"683","Q9QZR8|PDZD2_RAT","Q9QZR8|PDZD2_RAT",0.670797348022461,21.0543699264526,1.05137453983658,0.318222854718039,0.366212538518856,-5.70135784780208,"Q9QZR8","Pdzd2",65034,"Pdzd2","65034","Pdzd2"
"684","O88871|GABR2_RAT","O88871|GABR2_RAT",0.520952224731463,24.0924755732218,1.04724361985098,0.320031293043293,0.367370629912224,-5.70548094619876,"O88871","Gabbr2",83633,"Gabbr2","83633","Gabbr2"
"685","tr|A0A0G2K315|A0A0G2K315_RAT","tr|A0A0G2K315|A0A0G2K315_RAT",0.531521479288724,20.509181022644,1.04694124674901,0.320163971361162,0.367370629912224,-5.70578224242364,"A0A0G2K315",NA,NA,"Cep170","","Cep170"
"686","tr|A0A0G2JWG6|A0A0G2JWG6_RAT","tr|A0A0G2JWG6|A0A0G2JWG6_RAT",0.509404500325545,22.4846560160319,1.03373458465706,0.32599959633016,0.373521403375373,-5.71887448683723,"A0A0G2JWG6","Golgb1",192243,"Golgb1","192243","Golgb1"
"687","D3ZAL8|LRRT3_RAT","D3ZAL8|LRRT3_RAT",0.505355199178034,20.3586104710897,1.01233976978168,0.335622581328164,0.383987407458423,-5.73980223206255,"D3ZAL8","Lrrtm3",294380,"Lrrtm3","294380","Lrrtm3"
"689","tr|D3ZHA1|D3ZHA1_RAT","tr|D3ZHA1|D3ZHA1_RAT",0.648232142130531,20.2786785761515,0.973188835736008,0.353776808588298,0.4035828324389,-5.77718221266698,"D3ZHA1","B4gat1",293667,"B4gat1","293667","B4gat1"
"690","P04797|G3P_RAT","P04797|G3P_RAT",0.520758946736603,21.6177441279093,0.968388383391366,0.356051457598428,0.405589051699078,-5.78168285562142,"P04797","Gapdh",24383,"Gapdh","24383","Gapdh"
"691","tr|D3ZW09|D3ZW09_RAT","tr|D3ZW09|D3ZW09_RAT",0.504815419514944,24.0161037445068,0.96288709494314,0.35867129969993,0.40798211514348,-5.78681813512732,"D3ZW09",NA,NA,"Sorcs2","","Sorcs2"
"692","tr|G3V886|G3V886_RAT","tr|G3V886|G3V886_RAT",0.476250966390001,22.5088278452555,0.956601044544769,0.361682013125301,0.41081222878105,-5.7926565426225,"G3V886","LOC108348078",108348078,"LOC108348078","","Loc108348078"
"694","tr|M0R4G0|M0R4G0_RAT","tr|M0R4G0|M0R4G0_RAT",0.561538060506209,24.17307249705,0.948670524783227,0.365506459738505,0.413959765640439,-5.799977367131,"M0R4G0","Islr2",100910729,"Islr2","100910729","Islr2"
"695","Q811P6|TFB1M_RAT","Q811P6|TFB1M_RAT",-0.578957875569671,19.431350072225,-0.944575740526167,0.367492556039217,0.415610286398309,-5.80373764438871,"Q811P6","Tfb1m",308140,"Tfb1m","308140","Tfb1m"
"696","P34058|HS90B_RAT","P34058|HS90B_RAT",0.468076705932631,21.4854936599732,0.938835505386874,0.370289834976158,0.418172141223075,-5.8089862867012,"P34058","Hsp90ab1",301252,"Hsp90ab1","301252","Hsp90ab1"
"697","B5DF41|SNPH_RAT","B5DF41|SNPH_RAT",0.479060490926109,22.2654186884562,0.93600947306135,0.371672605192481,0.419131517476743,-5.81156055396352,"B5DF41","Snph",296267,"Snph","296267","Snph"
"698","tr|Q5XIH3|Q5XIH3_RAT","tr|Q5XIH3|Q5XIH3_RAT",0.495875040690105,21.145445505778,0.933772698199765,0.372769679944742,0.419766430424881,-5.81359349166934,"Q5XIH3","Ndufv1",293655,"Ndufv1","293655","Ndufv1"
"699","tr|Q63116|Q63116_RAT","tr|Q63116|Q63116_RAT",0.544284820556637,24.910182317098,0.927628120735667,0.375795368764753,0.422384758476123,-5.81915729602912,"Q63116","Kit",64030,"Kit","64030","Kit"
"700","tr|E9PTA4|E9PTA4_RAT","tr|E9PTA4|E9PTA4_RAT",0.461657842000299,21.5183865229289,0.926870529284247,0.376169632230644,0.422384758476123,-5.81984116394972,"E9PTA4",NA,NA,"Adam9","","Adam9"
"701","P49242|RS3A_RAT","P49242|RS3A_RAT",0.468285878499369,22.7996362050374,0.924899321896507,0.3771446914404,0.422875502813344,-5.82161836515218,"P49242","Rps3a",29288,"Rps3a","29288","Rps3a"
"702","Q66HF1|NDUS1_RAT","Q66HF1|NDUS1_RAT",0.461573918660534,22.5063645044963,0.913715913295593,0.382710714054229,0.428229033575726,-5.83164126679324,"Q66HF1","Ndufs1",301458,"Ndufs1","301458","Ndufs1"
"703","tr|D4A831|D4A831_RAT","tr|D4A831|D4A831_RAT",0.503658294677773,21.2566070556641,0.912907938326092,0.383115094783749,0.428229033575726,-5.83236144657148,"D4A831","Adgrb3",301309,"Adgrb3","301309","Adgrb3"
"704","tr|D3ZRN3|D3ZRN3_RAT","tr|D3ZRN3|D3ZRN3_RAT",-0.462290445963564,21.5500691731771,-0.911224787340546,0.38395846266429,0.428229033575726,-5.83385999061611,"D3ZRN3","Actbl2",294732,"Actbl2","294732","Actbl2"
"705","F1LYQ8|FARP1_RAT","F1LYQ8|FARP1_RAT",0.44661331176756,22.1830965677897,0.910945440806576,0.384098560649984,0.428229033575726,-5.83410847432116,"F1LYQ8","Farp1",306183,"Farp1","306183","Farp1"
"706","Q63358|MYO9B_RAT","Q63358|MYO9B_RAT",0.635669708251992,21.4802335103353,0.903365760496519,0.387913750856211,0.43186998324785,-5.84082632074857,"Q63358",NA,NA,"Myo9b","","Myo9b"
"707","tr|D3ZUM4|D3ZUM4_RAT","tr|D3ZUM4|D3ZUM4_RAT",0.53033955891927,20.5386193593343,0.899930245865319,0.389651781076343,0.433191371889682,-5.84385566367204,"D3ZUM4","Glb1",316033,"Glb1","316033","Glb1"
"708","tr|F7EYB9|F7EYB9_RAT","tr|F7EYB9|F7EYB9_RAT",0.440136591593451,22.8919941584269,0.89584481112133,0.391725737035,0.434881962301568,-5.84744543270139,"F7EYB9","Omg",450224,"Omg","450224","Omg"
"709","B4F795|CTL2_RAT","B4F795|CTL2_RAT",0.475549062093133,20.9607747395833,0.894067111936164,0.392630598069961,0.435271720850479,-5.84900315189038,"B4F795","Slc44a2",363024,"Slc44a2","363024","Slc44a2"
"710","Q9Z0U4|GABR1_RAT","Q9Z0U4|GABR1_RAT",0.454261144002274,25.4783093134562,0.892126863890503,0.393619871331156,0.435753829389138,-5.85070032472965,"Q9Z0U4","Gabbr1",81657,"Gabbr1","81657","Gabbr1"
"711","tr|E9PT92|E9PT92_RAT","tr|E9PT92|E9PT92_RAT",0.435878117879266,23.5901651382446,0.888360410070145,0.395545257731962,0.437269441037021,-5.85398602167765,"E9PT92",NA,NA,"Csmd1","","Csmd1"
"712","P70627|FOLH1_RAT","P70627|FOLH1_RAT",0.453065872192436,22.3255122502645,0.882426924988642,0.398591766095548,0.440018438414467,-5.85913828007302,"P70627","Folh1",85309,"Folh1","85309","Folh1"
"713","tr|D4AEB3|D4AEB3_RAT","tr|D4AEB3|D4AEB3_RAT",0.476954778035505,20.85688940684,0.879801096809576,0.399945191992755,0.440893297203794,-5.86140904004588,"D4AEB3","Setx",362096,"Setx","362096","Setx"
"714","tr|A0A0G2K929|A0A0G2K929_RAT","tr|A0A0G2K929|A0A0G2K929_RAT",-0.582438151041671,20.8500188191732,-0.877278787626158,0.401248271742513,0.441394907675991,-5.86358487119477,"A0A0G2K929","Cep290",314787,"Cep290","314787","Cep290"
"715","P61983|1433G_RAT","P61983|1433G_RAT",0.522019068400063,20.6401662826538,0.876747045956568,0.401523357491518,0.441394907675991,-5.86404289293166,"P61983","Ywhag",56010,"Ywhag","56010","Ywhag"
"716","tr|D3ZG43|D3ZG43_RAT","tr|D3ZG43|D3ZG43_RAT",0.454215367635104,20.9441124598185,0.874896585415143,0.4024816773633,0.441830444703287,-5.86563496878865,"D3ZG43","Ndufs3",295923,"Ndufs3","295923","Ndufs3"
"717","tr|Q6AYM8|Q6AYM8_RAT","tr|Q6AYM8|Q6AYM8_RAT",0.438609441121436,19.7387177149455,0.86739990152072,0.406380310212433,0.445488038810282,-5.87205557933523,"Q6AYM8","Gpaa1",300046,"Gpaa1","300046","Gpaa1"
"718","tr|G3V8P7|G3V8P7_RAT","tr|G3V8P7|G3V8P7_RAT",0.425758997599296,21.3571494420369,0.862426609880726,0.408981022323976,0.447714601039896,-5.87628901358423,"G3V8P7","LOC108348044",108348044,"LOC108348044","","Loc108348044"
"719","P62260|1433E_RAT","P62260|1433E_RAT",0.496508916219039,20.5883735020955,0.859978571758404,0.410265394601526,0.448495966838386,-5.87836523184642,"P62260","Ywhae",29753,"Ywhae","29753","Ywhae"
"720","tr|E9PTR4|E9PTR4_RAT","tr|E9PTR4|E9PTR4_RAT",0.45514170328774,24.7873255411784,0.852131394026243,0.41440113565959,0.452387906428386,-5.88498649923971,"E9PTR4","Ubap2l",361984,"Ubap2l","361984","Ubap2l"
"721","tr|D3ZK41|D3ZK41_RAT","tr|D3ZK41|D3ZK41_RAT",0.458309809366902,21.2074200312296,0.837432170976062,0.422224732736345,0.460289375770828,-5.89724908902592,"D3ZK41","Slitrk2",309349,"Slitrk2","309349","Slitrk2"
"722","tr|A0A0G2JZ94|A0A0G2JZ94_RAT","tr|A0A0G2JZ94|A0A0G2JZ94_RAT",0.463035583496094,20.4313627878825,0.821920174209248,0.430588999510423,0.468015660943421,-5.90999003572558,"A0A0G2JZ94","Ttc13",292095,"Ttc13","292095","Ttc13"
"723","tr|B0BN30|B0BN30_RAT","tr|B0BN30|B0BN30_RAT",0.429651896158834,22.520975112915,0.821509101103728,0.43081216203711,0.468015660943421,-5.91032487115533,"B0BN30","Mtch1",294313,"Mtch1","294313","Mtch1"
"724","Q6AXR4|HEXB_RAT","Q6AXR4|HEXB_RAT",0.418151219685868,21.5396095911662,0.820982059347727,0.431098395067477,0.468015660943421,-5.91075395527603,"Q6AXR4","Hexb",294673,"Hexb","294673","Hexb"
"725","Q99M75|RTN4R_RAT","Q99M75|RTN4R_RAT",0.406578699747698,23.4651842117309,0.813881566442774,0.43496707282948,0.471564302405478,-5.91651143036005,"Q99M75","Rtn4r",113912,"Rtn4r","113912","Rtn4r"
"726","P54001|P4HA1_RAT","P54001|P4HA1_RAT",0.567761739095037,21.0739014943441,0.810850972246284,0.436625330639939,0.472710068709355,-5.91895557319368,"P54001","P4ha1",64475,"P4ha1","64475","P4ha1"
"727","Q6P7A9|LYAG_RAT","Q6P7A9|LYAG_RAT",0.391661961873364,21.6979602177938,0.796505698265624,0.444531788507543,0.480073053130226,-5.93041702222458,"Q6P7A9","Gaa",367562,"Gaa","367562","Gaa"
"728","tr|A0A0G2K8I5|A0A0G2K8I5_RAT","tr|A0A0G2K8I5|A0A0G2K8I5_RAT",0.45717493693035,21.6301199595134,0.796296446892166,0.444647815112983,0.480073053130226,-5.93058288604521,"A0A0G2K8I5","Pcdh19",317183,"Pcdh19","317183","Pcdh19"
"729","tr|F1LPJ1|F1LPJ1_RAT","tr|F1LPJ1|F1LPJ1_RAT",0.580562591552745,20.5805320739746,0.791539437923398,0.447290897883824,0.481668309743364,-5.93434325904371,"F1LPJ1","Ptprm",29616,"Ptprm","29616","Ptprm"
"730","P54290|CA2D1_RAT","P54290|CA2D1_RAT",0.390597025553372,22.3305892944336,0.791431527632916,0.447350974698035,0.481668309743364,-5.93442833238742,"P54290",NA,NA,"Cacna2d1","","Cacna2d1"
"731","tr|A0A0G2K459|A0A0G2K459_RAT","tr|A0A0G2K459|A0A0G2K459_RAT",0.391467412312807,21.3093322118123,0.788484065237434,0.448993967544463,0.482776003406221,-5.9367480967223,"A0A0G2K459",NA,NA,"Mtch2","","Mtch2"
"732","P24587|AKAP5_RAT","P24587|AKAP5_RAT",0.418714523315408,19.7139107386271,0.78668517073057,0.449998665305605,0.482857039316309,-5.93816016613262,"P24587",NA,NA,"Akap5","","Akap5"
"733","P25286|VPP1_RAT","P25286|VPP1_RAT",0.385360081990537,22.2396434148153,0.786149768341504,0.450297976868772,0.482857039316309,-5.93857989207547,"P25286","Atp6v0a1",29757,"Atp6v0a1","29757","Atp6v0a1"
"734","tr|A0A0G2JYU3|A0A0G2JYU3_RAT","tr|A0A0G2JYU3|A0A0G2JYU3_RAT",0.398862202962203,20.7817427317301,0.775774534309428,0.456123914709575,0.488437870520063,-5.94666392354725,"A0A0G2JYU3","Astn2",100361323,"Astn2","100361323","Astn2"
"735","P30835|PFKAL_RAT","P30835|PFKAL_RAT",0.392566045125299,20.6618013381958,0.766880846660868,0.461156847379784,0.49302370916614,-5.95351828452624,"P30835","Pfkl",25741,"Pfkl","25741","Pfkl"
"736","P27952|RS2_RAT","P27952|RS2_RAT",0.434844970703129,21.4545402526855,0.765993649645213,0.461660877794248,0.49302370916614,-5.95419822157444,"P27952","Rps2",83789,"Rps2","83789","Rps2"
"737","P53987|MOT1_RAT","P53987|MOT1_RAT",0.368678410847988,21.2696758906047,0.752729884586986,0.469238637541739,0.500436321720227,-5.96428036501885,"P53987","Slc16a1",25027,"Slc16a1","25027","Slc16a1"
"738","P06685|AT1A1_RAT","P06685|AT1A1_RAT",0.374400456746397,21.9894024531047,0.747753995144057,0.472101883519644,0.502807697081897,-5.96802239431071,"P06685","Atp1a1",24211,"Atp1a1","24211","Atp1a1"
"739","P35400|GRM7_RAT","P35400|GRM7_RAT",0.376939773559567,22.1348581314087,0.743408585361232,0.474611438392782,0.504796468980686,-5.9712722431178,"P35400","Grm7",81672,"Grm7","81672","Grm7"
"740","Q6P6Q2|K2C5_RAT","Q6P6Q2|K2C5_RAT",0.452105840047196,22.4459606806437,0.736365536777666,0.478696912518625,0.508453747621134,-5.97650379087223,"Q6P6Q2","Krt5",369017,"Krt5","369017","Krt5"
"741","P62083|RS7_RAT","P62083|RS7_RAT",0.468075434366867,23.357860883077,0.723877027525447,0.48599563878192,0.515509543971106,-5.98567089325357,"P62083","Rps7",29258,"Rps7","100362830, 29258","Rps7"
"742","Q4FZU2|K2C6A_RAT","Q4FZU2|K2C6A_RAT",0.414931615193666,22.4163783391317,0.717763360303505,0.489593988848442,0.517825942632532,-5.99010742178301,"Q4FZU2","LOC683313",683313,"Krt6a","683313","Krt6a"
"743","tr|A0A0G2JW69|A0A0G2JW69_RAT","tr|A0A0G2JW69|A0A0G2JW69_RAT",0.37332471211753,21.4667495091756,0.717647777539314,0.489662177673624,0.517825942632532,-5.99019097233299,"A0A0G2JW69",NA,NA,"Krt79","","Krt79"
"744","Q6Q629|DPP10_RAT","Q6Q629|DPP10_RAT",0.390865961710606,21.0280389785767,0.716811275554807,0.490155854094916,0.517825942632532,-5.99079528929795,"Q6Q629","Dpp10",363972,"Dpp10","363972","Dpp10"
"745","Q5U308|LRC8D_RAT","Q5U308|LRC8D_RAT",0.325002670288065,21.5525871912638,0.663836626810598,0.522045290839297,0.550775300133808,-6.02776819212872,"Q5U308","Lrrc8d",305131,"Lrrc8d","305131","Lrrc8d"
"746","tr|B0K026|B0K026_RAT","tr|B0K026|B0K026_RAT",0.390619277954102,22.1947361628214,0.654028523701533,0.528082949099559,0.556398388729562,-6.03433070868068,"B0K026","Letmd1",681352,"Letmd1","681352","Letmd1"
"747","P97852|DHB4_RAT","P97852|DHB4_RAT",0.340459823608366,20.6483055750529,0.627760643936503,0.544454159540709,0.572879477107091,-6.05146552306014,"P97852","Hsd17b4",79244,"Hsd17b4","79244","Hsd17b4"
"748","Q6IG02|K22E_RAT","Q6IG02|K22E_RAT",0.324981053670225,23.0988162358602,0.620784769709953,0.548850530368548,0.5767333113231,-6.05590746426356,"Q6IG02","Krt2",406228,"Krt2","406228","Krt2"
"749","Q9Z1Y3|CADH2_RAT","Q9Z1Y3|CADH2_RAT",0.355887095133419,22.1970825195312,0.615171523474895,0.552402832457125,0.5795356049006,-6.05944851177759,"Q9Z1Y3","Cdh2",83501,"Cdh2","83501","Cdh2"
"750","Q9Z1N3|MYO9A_RAT","Q9Z1N3|MYO9A_RAT",0.536659876505535,20.3578863143921,0.614242543874457,0.55299198940897,0.5795356049006,-6.06003168422465,"Q9Z1N3","Myo9a",171296,"Myo9a","171296","Myo9a"
"751","tr|D3ZZK3|D3ZZK3_RAT","tr|D3ZZK3|D3ZZK3_RAT",0.350253423054966,19.9226808547973,0.607542190063819,0.557251889365927,0.583222350255151,-6.0642137495883,"D3ZZK3","Epha4",316539,"Epha4","316539","Epha4"
"752","tr|F1LV44|F1LV44_RAT","tr|F1LV44|F1LV44_RAT",0.302887598673532,24.6163269678752,0.601148424253148,0.561334075952995,0.586713542152997,-6.06816488058632,"F1LV44",NA,NA,"Tenm3","","Tenm3"
"753","tr|D4ABA9|D4ABA9_RAT","tr|D4ABA9|D4ABA9_RAT",0.360715866088864,19.9832582473755,0.599105326287483,0.562642046439439,0.587299666004514,-6.06941928212078,"D4ABA9",NA,NA,"Xirp1","","Xirp1"
"754","P17077|RL9_RAT","P17077|RL9_RAT",0.295878092447893,23.2134316762289,0.585949597397528,0.571104851960114,0.595342723661339,-6.07740155248168,"P17077","Rpl9",29257,"Rpl9","100360449, 100364457, 29257","Rpl9"
"755","P11505|AT2B1_RAT","P11505|AT2B1_RAT",0.292629241943366,21.7745145161946,0.5835301376727,0.572668857142402,0.595982298363686,-6.07885163053318,"P11505","Atp2b1",29598,"Atp2b1","29598","Atp2b1"
"756","tr|D4AA63|D4AA63_RAT","tr|D4AA63|D4AA63_RAT",0.288120905558234,24.9712260564168,0.582655413290824,0.573234882395606,0.595982298363686,-6.07937451331436,"D4AA63","Ubqln2",317396,"Ubqln2","317396","Ubqln2"
