P1_A	P1_B	P2_A	P2_B	P3_A	P3_B	""
#!{Type}E	E	E	E	E	E	T
#!{C:Treatment}A	B	A	B	A	B	
#!{C:Expt}P1	P1	P2	P2	P3	P3	
25.3611850738525	24.7337608337402	24.0442695617676	21.3591747283936	25.7285823822021	25.7466316223145	D3ZQG6|TRIM2_RAT
25.0317058563232	24.4169960021973	22.7974872589111	21.8423004150391	24.4298191070557	24.0690727233887	P97603|NEO1_RAT
24.2389965057373	23.632007598877	23.60964012146	21.6928539276123	25.2095527648926	24.3910007476807	O70511|ANK3_RAT
25.7945156097412	25.2132663726807	24.4551296234131	17.9303798675537	25.7466316223145	25.1449165344238	P13086|SUCA_RAT
26.033805847168	25.4298191070557	25.3341541290283	21.9459247589111	26.1546039581299	25.8996601104736	Q5FVH2|PLD3_RAT
24.4169960021973	23.6757297515869	23.9759635925293	22.3698616027832	22.813232421875	22.5960521697998	Q641Y0|OST48_RAT
25.6152648925781	25.0567245483398	24.7542991638184	22.9811992645264	26.4409484863281	25.0813159942627	tr|D4A517|D4A517_RAT
23.8480453491211	23.0966758728027	20.3857440948486	19.2147769927979	23.9225234985352	23.1332015991211	Q62918|NELL2_RAT
26.2855968475342	25.7103023529053	26.1983547210693	21.6800289154053	20.0682277679443	18.4073925018311	P62630|EF1A1_RAT
24.5754241943359	23.967191696167	23.8384590148926	21.5403785705566	22.6051254272461	20.3751754760742	D4A1J9|LRFN5_RAT
25.3135433197021	24.632007598877	22.6474628448486	19.9199810028076	26.2516918182373	25.6811027526855	P23576|GBRA2_RAT
27.9539356231689	27.4707279205322	27.0505104064941	26.033805847168	27.2714195251465	26.6458148956299	tr|G3V881|G3V881_RAT
26.3761692047119	25.7969932556152	25.7870597839355	21.3910007476807	25.7720317840576	25.2426357269287	Q80WF4|T132A_RAT
28.0400924682617	27.5826206207275	26.7259845733643	23.8764266967773	28.2353496551514	27.4861583709717	P60711|ACTB_RAT
25.1332015991211	24.5403785705566	24.0019588470459	22.2184505462646	26.3645286560059	25.4298191070557	P06687|AT1A3_RAT
22.8726749420166	22.2419090270996	23.2961406707764	18.9459247589111	24.4551296234131	22.8745517730713	tr|B1H282|B1H282_RAT
24.0442695617676	23.4298191070557	24.8480453491211	22.6843166351318	25.246265411377	24.2678527832031	tr|D3ZHG3|D3ZHG3_RAT
26.8973522186279	26.3645286560059	27.0296001434326	25.5840549468994	28.1555709838867	27.6458148956299	P15999|ATPA_RAT
26.2076930999756	25.6208686828613	24.8623065948486	24.2316913604736	26.1794967651367	24.5165309906006	Q63372|NRX1A_RAT
26.5897808074951	26.0296001434326	25.0019588470459	23.0392570495605	26.6180686950684	25.4330081939697	Q9JKS6|PCLO_RAT
22.052583694458	21.0359058380127	19.317476272583	17.5735626220703	23.0088119506836	22.0122261047363	tr|A0A0G2JWK6|A0A0G2JWK6_RAT
26.7895488739014	26.2785263061523	25.246265411377	24.187068939209	26.8142108917236	25.9825057983398	Q63198|CNTN1_RAT
23.6971035003662	22.9985179901123	19.4092998504639	18.0137271881104	25.7129287719727	25.8996601104736	P84092|AP2M1_RAT
26.0813159942627	25.5285034179688	25.6811027526855	23.7076721191406	25.6730346679688	24.904260635376	Q9Z173|AGRL3_RAT
21.139461517334	20.1332015991211	19.7901725769043	18.4800128936768	21.9207077026367	19.7875576019287	tr|F1MAK3|F1MAK3_RAT
24.5638370513916	23.967191696167	20.4515686035156	18.8166618347168	24.289119720459	22.4873847961426	Q9JKB0|HCN1_RAT
25.5074863433838	24.7895488739014	20.9058246612549	18.2504119873047	19.6479301452637	18.050968170166	P85108|TBB2A_RAT
24.9803276062012	24.4105396270752	19.3220462799072	18.6873550415039	20.8135986328125	18.4594268798828	tr|D3ZGY4|D3ZGY4_RAT
22.4195690155029	21.4221382141113	21.8112735748291	20.582332611084	22.5451011657715	21.4374599456787	tr|F1LZB7|F1LZB7_RAT
25.3443508148193	24.7745475769043	24.0359058380127	22.3457050323486	25.6864566802979	24.7233829498291	tr|D3ZWP6|D3ZWP6_RAT
24.931568145752	24.2316913604736	24.6917896270752	22.7265033721924	24.4800052642822	21.1332015991211	Q925T8|BRNP1_RAT
24.4861583709717	23.9405574798584	22.0392570495605	22.0756149291992	24.4800052642822	23.7695121765137	Q99M75|RTN4R_RAT
23.4169960021973	22.4501037597656	22.3962364196777	20.9950714111328	23.7389240264893	22.7674922943115	Q5BK63|NDUA9_RAT
25.9338207244873	25.4008026123047	24.8239593505859	23.4169960021973	25.2926349639893	25.0062446594238	P20611|PPAL_RAT
26.3169994354248	25.7644577026367	25.5285034179688	24.2749767303467	27.8019332885742	27.2802963256836	Q765A7|PGAP1_RAT
22.967191696167	22.28489112854	23.7181644439697	20.2534961700439	25.7568454742432	25.9759635925293	Q9EQV6|TPP1_RAT
23.6864566802979	23.1441383361816	24.01051902771	21.1142616271973	25.1983547210693	23.5044574737549	tr|Q6AYI1|Q6AYI1_RAT
24.1946029663086	23.2433624267578	19.3486366271973	18.8013916015625	21.4169960021973	21.7955074310303	tr|A0A0G2JW69|A0A0G2JW69_RAT
24.1332015991211	23.60964012146	20.7929534912109	18.327787399292	24.8239593505859	24.3711910247803	Q80WD1|R4RL2_RAT
23.9405574798584	23.2678527832031	20.4175930023193	18.7083892822266	24.60964012146	23.4425296783447	tr|D3ZU85|D3ZU85_RAT
21.6928539276123	20.7553176879883	21.0056648254395	19.6263160705566	24.2243499755859	22.8801689147949	tr|D4A6T9|D4A6T9_RAT
22.1672954559326	21.2243499755859	21.0756149291992	19.3034057617188	21.9707069396973	21.1580772399902	P70582|NUP54_RAT
24.1253395080566	23.5403785705566	23.5754241943359	23.3645286560059	25.2642765045166	23.8480453491211	tr|M0R6E0|M0R6E0_RAT
26.7770595550537	26.2926349639893	24.9088478088379	22.7855644226074	27.0608520507813	26.1526718139648	P97710|SHPS1_RAT
24.9088478088379	24.4040565490723	24.6864566802979	22.1237621307373	24.2316913604736	23.632007598877	P0C7J6|LRFN1_RAT
22.126916885376	21.2006015777588	20.730655670166	19.2113361358643	23.8093128204346	23.5044574737549	P20236|GBRA3_RAT
26.7895488739014	26.3494205474854	24.1718826293945	24.2095527648926	24.384428024292	23.9225234985352	tr|D4AA63|D4AA63_RAT
21.4221382141113	20.4971656799316	19.0505924224854	19.3633213043213	23.0409297943115	22.29052734375	tr|D3ZG43|D3ZG43_RAT
25.0359058380127	24.5521545410156	24.3375606536865	22.4526195526123	26.6594886779785	25.892728805542	tr|D3ZEH1|D3ZEH1_RAT
26.0421829223633	25.5897808074951	25.2280254364014	23.1378993988037	26.8384590148926	25.4073028564453	Q63374|NRX2A_RAT
20.8575687408447	19.9601383209229	20.4873847961426	18.8756771087646	22.1794967651367	22.1885795593262	P17764|THIL_RAT
24.4425296783447	24.9450302124023	20.7713375091553	19.3251972198486	26.8857650756836	24.5580081939697	P13852|PRIO_RAT
23.7994651794434	23.1611557006836	24.7181644439697	22.0492630004883	25.310079574585	24.9494895935059	tr|B2RYC9|B2RYC9_RAT
23.2820663452148	22.7593879699707	24.1332015991211	20.967191696167	25.1213932037354	24.0274925231934	P25235|RPN2_RAT
21.6275615692139	20.7471446990967	20.4357604980469	17.8656139373779	22.6408596038818	21.6186294555664	P31977|EZRI_RAT
25.4456901550293	25.0019588470459	26.0994892120361	22.7935237884521	26.9649925231934	25.8599395751953	tr|F1LX07|F1LX07_RAT
23.9494895935059	23.4425296783447	24.5926342010498	23.1672954559326	25.2316913604736	24.2820663452148	tr|Q6P762|Q6P762_RAT
21.7013397216797	20.8346061706543	19.9791355133057	18.6248054504395	20.1619625091553	18.968469619751	tr|M0R7B4|M0R7B4_RAT
21.0756149291992	20.2065753936768	23.8190937042236	21.5068817138672	24.448844909668	23.7895488739014	tr|M0RAP5|M0RAP5_RAT
22.9707069396973	22.3564910888672	21.148157119751	17.5553302764893	20.5261173248291	20.4475841522217	P27791|KAPCA_RAT
27.4153842926025	27.8080863952637	22.5020313262939	20.3962364196777	25.8693828582764	24.9088478088379	tr|F1LZ38|F1LZ38_RAT
24.0274925231934	23.4298191070557	20.5939788818359	18.4644451141357	25.0567245483398	24.246265411377	Q62609|NOE1_RAT
22.4323711395264	23.2820663452148	20.5614185333252	19.2169666290283	22.582332611084	21.7055644989014	tr|A0A0G2K8I5|A0A0G2K8I5_RAT
23.2491626739502	22.3962364196777	22.7076721191406	22.5684833526611	23.310079574585	22.3671970367432	P63138|GBRB2_RAT
22.6649227142334	21.8190937042236	21.7835674285889	19.2854557037354	23.8670291900635	22.5380115509033	Q8VHF0|MARK3_RAT
25.0190315246582	24.5869197845459	24.4361896514893	19.777961730957	26.146858215332	25.5135231018066	Q99376|TFR1_RAT
22.7994651794434	22.203592300415	23.9933452606201	23.2050838470459	25.1718826293945	24.7389240264893	O35795|ENTP2_RAT
21.1580772399902	20.310079574585	20.5482788085938	19.4145088195801	22.3564910888672	21.6843166351318	Q7TMB0|PLPR3_RAT
25.3169994354248	25.7895488739014	25.9539356231689	24.7129287719727	27.0190315246582	25.960578918457	tr|F1M8K0|F1M8K0_RAT
22.7327270507813	22.1046962738037	21.8073482513428	20.5914936065674	24.6485595703125	23.1534461975098	tr|A0A0G2K6F2|A0A0G2K6F2_RAT
24.7285823822021	25.3544750213623	20.2405605316162	18.4266204833984	20.2759609222412	18.8557071685791	tr|A0A0H2UHM7|A0A0H2UHM7_RAT
24.289119720459	23.8190937042236	20.6161594390869	18.9954700469971	24.9539356231689	24.6485595703125	P31647|S6A11_RAT
19.6078357696533	18.7923336029053	21.9985179901123	19.0224628448486	24.1642284393311	22.4873847961426	tr|M0R868|M0R868_RAT
27.0505104064941	26.5897808074951	20.9170684814453	19.6293430328369	27.8263854980469	27.5314807891846	Q3KRE8|TBB2B_RAT
25.632007598877	25.1832885742188	25.6649227142334	21.126916885376	26.6458148956299	25.5954818725586	tr|M0RC17|M0RC17_RAT
24.2534961700439	23.8093128204346	19.8317756652832	18.4868106842041	24.7795658111572	23.632007598877	P41740|ANPRC_RAT
24.6649227142334	24.2389965057373	24.0690727233887	20.4971656799316	26.1851806640625	25.3477325439453	Q99J86|ATRN_RAT
21.9170684814453	21.1142616271973	19.8533515930176	19.8753490447998	24.7593879699707	24.4169960021973	P06685|AT1A1_RAT
22.3073024749756	23.0966758728027	19.7946586608887	18.0355625152588	19.9601383209229	18.3669414520264	Q6IG00|K2C4_RAT
27.2802963256836	27.6864566802979	23.0772457122803	21.7795658111572	25.7969932556152	24.4800052642822	tr|A0A0G2K7P9|A0A0G2K7P9_RAT
26.5536212921143	26.1775970458984	22.2331562042236	18.9728012084961	23.6864566802979	22.5731143951416	O35112|CD166_RAT
21.7181644439697	20.9387645721436	20.8971519470215	18.1430969238281	24.2820663452148	24.0772457122803	Q62952|DPYL3_RAT
25.7845668792725	25.3511066436768	23.4425296783447	22.3804702758789	21.92795753479	20.4576377868652	tr|F1M949|F1M949_RAT
23.5165309906006	22.9601383209229	22.5568389892578	20.6275615692139	24.4169960021973	23.8857650756836	Q62888|NLGN2_RAT
20.8346061706543	20.0690727233887	20.5075626373291	19.0647449493408	22.8442192077637	18.6277675628662	tr|A0A0G2KBB9|A0A0G2KBB9_RAT
22.3266315460205	21.5638370513916	20.395133972168	19.4196815490723	23.4922828674316	23.0342273712158	tr|G3V7D4|G3V7D4_RAT
26.7259845733643	26.2316913604736	23.2678527832031	23.2433624267578	27.1312408447266	25.0772457122803	tr|F1M3J7|F1M3J7_RAT
24.1565341949463	23.7593879699707	23.931568145752	22.8876247406006	25.8480453491211	25.4861583709717	tr|Q32KJ5|Q32KJ5_RAT
24.01051902771	23.4922828674316	19.812292098999	18.8666362762451	25.2785263061523	25.3375606536865	P49242|RS3A_RAT
21.3962364196777	20.6540336608887	20.9776077270508	18.683967590332	23.1565341949463	23.234619140625	tr|G3V8D0|G3V8D0_RAT
24.9225234985352	24.5105075836182	24.9976577758789	21.9134216308594	26.1718826293945	25.5897808074951	Q3KRE0|ATAD3_RAT
24.8950424194336	24.3975429534912	21.2477149963379	20.3211345672607	23.8950424194336	22.6208686828613	P54757|EPHA5_RAT
24.2316913604736	23.8093128204346	19.2364864349365	19.1165542602539	24.1094856262207	23.4800052642822	P54290|CA2D1_RAT
22.0291786193848	21.3045215606689	23.8764266967773	20.3321056365967	24.1946029663086	23.2140083312988	P18484|AP2A2_RAT
25.8384590148926	25.4456901550293	24.7644577026367	23.4922828674316	27.4153842926025	26.5403785705566	tr|D3ZH41|D3ZH41_RAT
22.2735538482666	21.7553176879883	20.3232326507568	19.1632919311523	23.0608520507813	22.0019588470459	P31421|GRM2_RAT
23.3645286560059	22.6778812408447	20.0237789154053	17.8593807220459	22.4701061248779	20.9601383209229	P63035|CYH2_RAT
26.2908782958984	25.9360694885254	25.8456554412842	22.8326759338379	27.2714195251465	25.6430625915527	P17046|LAMP2_RAT
21.2649917602539	20.5731143951416	20.216329574585	18.6466464996338	21.2763977050781	19.9459247589111	tr|D4A1G8|D4A1G8_RAT
21.1580772399902	20.4676208496094	20.1946353912354	18.4673194885254	22.8670291900635	23.1688270568848	P20272|CNR1_RAT
23.6540336608887	23.1779766082764	22.2006015777588	20.1078910827637	24.9846801757813	24.2095527648926	Q5NDF0|PMGT2_RAT
23.6649227142334	23.1946029663086	24.1718826293945	22.4272632598877	25.2389965057373	24.3910007476807	P18508|GBRG2_RAT
23.931568145752	23.4425296783447	20.2806224822998	18.2929592132568	23.5754241943359	22.6073837280273	tr|A0A0G2K6T9|A0A0G2K6T9_RAT
25.0974807739258	24.7593879699707	24.498384475708	21.9846801757813	25.2020969390869	24.7023983001709	P35439|NMDZ1_RAT
23.5869197845459	23.0756149291992	19.289608001709	19.4814834594727	24.0934562683105	23.2820663452148	P35400|GRM7_RAT
22.6670913696289	21.9985179901123	20.0714569091797	18.1591815948486	20.287712097168	20.6364402770996	Q64542|AT2B4_RAT
28.4745998382568	28.1458873748779	26.3611850738525	24.5869197845459	28.370361328125	27.4938106536865	tr|D3Z981|D3Z981_RAT
24.5983257293701	24.1487998962402	24.2606925964355	23.6540336608887	20.3962364196777	20.688591003418	Q5XIF6|TBA4A_RAT
23.5165309906006	23.1221828460693	21.1209697723389	18.5339775085449	23.0592021942139	23.3778247833252	Q62763|KC1G3_RAT
22.1611557006836	21.5020313262939	20.2336616516113	18.3496398925781	22.2419090270996	21.2477149963379	P11442|CLH1_RAT
23.7795658111572	23.2961406707764	20.0572471618652	18.9987945556641	20.9548797607422	17.7740249633789	tr|Q4QQV0|Q4QQV0_RAT
23.5754241943359	23.1110801696777	23.8288097381592	22.6518478393555	24.5462779998779	23.8093128204346	P19491|GRIA2_RAT
22.8764266967773	22.2243499755859	23.3778247833252	19.2009506225586	24.0190315246582	24.8239593505859	tr|A0A0G2KAE2|A0A0G2KAE2_RAT
23.4676208496094	23.0707111358643	23.3375606536865	21.9097633361816	25.3443508148193	24.1487998962402	tr|A0A0G2JUG7|A0A0G2JUG7_RAT
25.9179801940918	25.5725364685059	23.6649227142334	18.5682392120361	26.6997528076172	25.8904113769531	P07340|AT1B1_RAT
21.1825294494629	20.5451011657715	20.6826190948486	18.7395210266113	23.1014938354492	22.3045215606689	tr|D4A2I9|D4A2I9_RAT
24.9494895935059	24.5754241943359	23.4551296234131	22.5684833526611	25.2280254364014	24.6971035003662	tr|D3ZSY8|D3ZSY8_RAT
23.7593879699707	24.1332015991211	20.3194942474365	19.2587795257568	25.7050380706787	25.4169960021973	Q6IG02|K22E_RAT
22.8210430145264	22.3698616027832	20.2327480316162	19.3855209350586	25.187068939209	25.0567245483398	tr|G3V886|G3V886_RAT
22.3156185150146	21.6800289154053	21.6005954742432	20.8726749420166	23.6757297515869	23.0723476409912	Q9QUH6|SYGP1_RAT
22.6670913696289	22.0359058380127	23.5869197845459	22.3266315460205	25.7466316223145	24.3375606536865	tr|G3V6U3|G3V6U3_RAT
24.6594886779785	24.3031272888184	24.6594886779785	22.0821285247803	28.4512042999268	25.5135231018066	tr|D3Z9D0|D3Z9D0_RAT
22.7935237884521	22.1794967651367	22.1014938354492	19.4952144622803	23.9405574798584	23.1810131072998	O08679|MARK2_RAT
24.5580081939697	24.2243499755859	24.3578338623047	21.5731143951416	26.2335224151611	25.249885559082	tr|D3ZT20|D3ZT20_RAT
25.525520324707	25.1832885742188	21.1675930023193	19.0422477722168	20.7056884765625	18.4824867248535	tr|D4ACV3|D4ACV3_RAT
23.1142616271973	23.6540336608887	23.7389240264893	21.8613586425781	23.6430625915527	22.6430625915527	P38718|MPC2_RAT
24.2169704437256	24.5754241943359	20.8190937042236	20.5261173248291	23.3645286560059	22.5403785705566	O88923|AGRL2_RAT
23.1596183776855	22.5684833526611	23.6540336608887	22.3804702758789	24.6540336608887	24.1410217285156	Q6P5P5|MEST_RAT
23.0274925231934	22.4323711395264	20.9950714111328	21.1456928253174	23.4922828674316	22.4996013641357	B5DF41|SNPH_RAT
22.1014938354492	21.5117149353027	23.6649227142334	23.2678527832031	24.5521545410156	22.6778812408447	tr|D3ZN27|D3ZN27_RAT
22.2184505462646	21.7994651794434	21.559175491333	19.924337387085	23.8093128204346	22.8764266967773	Q8R508|FAT3_RAT
25.4800052642822	25.1642284393311	24.448844909668	23.4922828674316	25.8215293884277	25.1526718139648	Q64428|ECHA_RAT
21.8537654876709	21.2707061767578	19.5861530303955	18.5413684844971	20.287712097168	18.60964012146	tr|A0A0G2K490|A0A0G2K490_RAT
24.8623065948486	24.5285034179688	24.2316913604736	22.5093002319336	24.8950424194336	24.4169960021973	P48721|GRP75_RAT
25.1832885742188	24.8670291900635	25.4645080566406	23.3238868713379	26.5739822387695	25.7770595550537	tr|A0A0G2K8S6|A0A0G2K8S6_RAT
26.4815464019775	26.1832885742188	19.948371887207	18.9646587371826	20.7943153381348	19.3837203979492	Q00715|H2B1_RAT
24.3375606536865	24.0019588470459	22.1518993377686	17.4576377868652	25.1332015991211	23.310079574585	tr|D3ZH36|D3ZH36_RAT
23.7181644439697	23.3645286560059	21.0876445770264	18.5327396392822	23.7285823822021	22.730655670166	tr|D3ZTG3|D3ZTG3_RAT
25.0731639862061	24.7129287719727	19.6634006500244	18.536979675293	23.2820663452148	21.7593879699707	P69060|NEUA_RAT
23.7695121765137	23.4425296783447	22.3156185150146	20.4169960021973	23.2331562042236	22.2006015777588	Q9Z214|HOME1_RAT
24.2961406707764	23.967191696167	25.3135433197021	21.2302265167236	26.8142108917236	25.9472618103027	tr|G3V7K5|G3V7K5_RAT
24.2749767303467	24.5926342010498	23.1626930236816	22.3883743286133	25.3678646087646	24.310079574585	tr|D3ZW09|D3ZW09_RAT
22.5983257293701	22.0592021942139	20.0469341278076	18.9186344146729	25.0974807739258	24.4169960021973	P18445|RL27A_RAT
23.9846801757813	24.5225296020508	19.6052684783936	19.2927207946777	17.5582408905029	22.5983257293701	Q6IFV3|K1C15_RAT
25.8408622741699	26.1623096466064	24.6757297515869	20.8950424194336	25.6730346679688	23.7076721191406	tr|A0A0G2K999|A0A0G2K999_RAT
21.1580772399902	20.6275615692139	23.5044574737549	22.0625	23.4922828674316	22.9024219512939	P19492|GRIA3_RAT
21.4272632598877	20.8950424194336	19.4792900085449	18.5782413482666	19.8206520080566	18.0047035217285	tr|G3V6N7|G3V6N7_RAT
26.6039943695068	26.3307399749756	25.2132663726807	22.4898357391357	27.4551296234131	26.5681934356689	Q9WV63|KIF2A_RAT
28.5165309906006	28.2758636474609	26.9976577758789	24.187068939209	29.0608520507813	28.5388984680176	P04218|OX2G_RAT
22.7875576019287	23.1794967651367	20.2796630859375	19.0899810791016	24.2389965057373	22.761417388916	tr|D4A5X7|D4A5X7_RAT
22.8876247406006	22.5117149353027	23.1441383361816	22.1580772399902	24.1642284393311	23.2820663452148	tr|F1LXC7|F1LXC7_RAT
21.3375606536865	20.8190937042236	20.6627521514893	19.6239948272705	23.8950424194336	23.2961406707764	tr|F1LMW0|F1LMW0_RAT
21.1580772399902	20.645263671875	21.1688747406006	18.9440422058105	21.8950424194336	20.7715282440186	tr|Q5XIA6|Q5XIA6_RAT
21.4922828674316	20.988151550293	20.329137802124	17.9127521514893	24.0772457122803	22.5020313262939	tr|D3ZZU4|D3ZZU4_RAT
23.9225234985352	23.6430625915527	23.1642284393311	22.7244243621826	24.3375606536865	23.7491912841797	tr|E9PT92|E9PT92_RAT
22.967191696167	22.6141414642334	21.5068817138672	18.6561965942383	22.9459247589111	23.0902290344238	Q568Y7|NOE2_RAT
24.2749767303467	24.0019588470459	23.8670291900635	22.7160720825195	23.632007598877	22.8268718719482	Q8CGU6|NICA_RAT
25.3711910247803	25.8551940917969	19.8452816009521	19.777961730957	18.7402992248535	19.7104873657227	tr|D3ZRN3|D3ZRN3_RAT
22.287712097168	21.7955074310303	20.0108699798584	18.3081893920898	23.9759635925293	22.9494895935059	B1H234|FLRT3_RAT
22.1946029663086	21.7097778320313	18.9464111328125	18.2996654510498	22.7368602752686	18.1676807403564	Q9R066|CXAR_RAT
24.9583683013916	24.6703357696533	21.7265033721924	17.895902633667	24.2606925964355	22.9811992645264	B0BNK7|LRFN3_RAT
21.582332611084	21.1014938354492	23.4922828674316	19.6644897460938	25.052583694458	24.6152648925781	P32551|QCR2_RAT
24.3910007476807	24.1174354553223	25.1174354553223	21.0224227905273	27.0400924682617	26.4691753387451	P29457|SERPH_RAT
24.8857650756836	24.60964012146	24.2389965057373	23.4551296234131	25.4073028564453	24.1014938354492	Q641Y8|DDX1_RAT
26.3959102630615	26.1584625244141	24.6594886779785	23.1825294494629	26.0752067565918	25.0147819519043	P46101|DPP6_RAT
26.2624855041504	26.0296001434326	23.6864566802979	22.6649227142334	24.8996601104736	24.3169994354248	O88278|CELR3_RAT
21.9097633361816	21.4873847961426	23.203592300415	23.0258045196533	20.1206016540527	17.6522846221924	Q5FVC2|ARHG2_RAT
20.688591003418	20.2763977050781	20.1165466308594	19.4911155700684	22.4475841522217	20.0156326293945	P42260|GRIK2_RAT
23.3778247833252	23.0837516784668	19.5090274810791	18.3701438903809	23.9225234985352	23.4040565490723	P59215|GNAO_RAT
22.1456928253174	21.7389240264893	20.4705562591553	18.7108154296875	25.640308380127	25.2132663726807	P47971|NPTX1_RAT
25.5462779998779	25.3238868713379	23.2534961700439	20.6971035003662	24.0934562683105	23.3375606536865	tr|M0R5P8|M0R5P8_RAT
24.6864566802979	24.9179801940918	24.2095527648926	23.6971035003662	25.4073028564453	24.7795658111572	tr|F1LV44|F1LV44_RAT
21.0291786193848	20.6540336608887	21.6053447723389	18.4291191101074	22.4971656799316	21.0690727233887	tr|D3ZLE2|D3ZLE2_RAT
22.3266315460205	21.9565982818604	19.6683235168457	19.2941665649414	24.9890193939209	23.4676208496094	Q10743|ADA10_RAT
23.8288097381592	23.60964012146	20.5601139068604	18.1662292480469	25.3511066436768	24.0442695617676	Q8CGU4|AGAP2_RAT
21.9530487060547	21.5869197845459	23.3375606536865	17.6929225921631	22.8326759338379	21.8726749420166	P84039|ENPP5_RAT
23.0625	22.7139778137207	25.2389965057373	19.1306915283203	26.9427967071533	26.2696361541748	P16970|ABCD3_RAT
17.400411605835	17.7471446990967	20.4561767578125	18.7850818634033	20.6627521514893	20.1456928253174	P24062|IGF1R_RAT
21.259256362915	20.924337387085	20.2534961700439	19.8905963897705	26.7259845733643	21.9134216308594	Q8CFG5|CA2D3_RAT
21.7755527496338	21.4425296783447	22.6800289154053	23.6757297515869	23.8575687408447	22.977710723877	tr|A0A0G2JXZ9|A0A0G2JXZ9_RAT
24.8190937042236	24.6430625915527	25.1371173858643	21.6186294555664	25.37451171875	25.448844909668	P07092|GDN_RAT
26.083345413208	25.9134216308594	24.1642284393311	21.988151550293	25.8740825653076	24.8670291900635	P97685|NFASC_RAT
20.2763977050781	19.9742126464844	20.8368511199951	18.8453884124756	23.4800052642822	22.5800342559814	tr|D4A6G2|D4A6G2_RAT
22.4092464447021	22.1487998962402	20.5638370513916	20.0426006317139	24.3238868713379	23.9494895935059	P25286|VPP1_RAT
21.8913383483887	21.6005954742432	20.4374599456787	19.9009494781494	24.8904113769531	24.3778247833252	F1LYQ8|FARP1_RAT
24.4105396270752	24.2169704437256	24.0019588470459	19.0781021118164	24.7795658111572	23.9759635925293	Q4V887|S39A6_RAT
24.9890193939209	25.1832885742188	20.8129329681396	18.595739364624	25.2785263061523	22.8707942962646	O55012|PICAL_RAT
22.8288097381592	22.5521545410156	20.3369960784912	22.8707942962646	20.5152111053467	19.2101402282715	tr|A0A0G2K654|A0A0G2K654_RAT
23.8857650756836	23.6864566802979	19.910758972168	18.4979629516602	23.9405574798584	23.2491626739502	Q03351|NTRK3_RAT
24.6649227142334	24.4800052642822	23.1840438842773	20.0821285247803	20.1947841644287	18.3542308807373	Q68FR8|TBA3_RAT
21.9916152954102	21.7181644439697	22.6430625915527	21.8461322784424	22.6583995819092	21.1825294494629	P11730|KCC2G_RAT
22.6051254272461	22.8594646453857	21.2065753936768	20.310079574585	20.1443271636963	18.0067558288574	tr|F1MAS4|F1MAS4_RAT
23.1900882720947	23.0122261047363	25.0974807739258	23.0592021942139	25.4582633972168	24.7695121765137	P97849|S27A1_RAT
22.7775611877441	22.5356407165527	20.8573818206787	19.4435615539551	24.0442695617676	22.8839015960693	Q66H28|TM206_RAT
24.1565341949463	24.0190315246582	23.9134216308594	21.7512359619141	24.9225234985352	24.1565341949463	Q4V8I7|LRC8A_RAT
25.3238868713379	25.187068939209	25.2243499755859	22.2125244140625	24.7129287719727	24.2606925964355	P06686|AT1A2_RAT
24.7491912841797	24.60964012146	24.3375606536865	18.5755405426025	24.8384590148926	24.0190315246582	P97546|NPTN_RAT
22.924337387085	22.6949806213379	22.82493019104	22.28489112854	23.5869197845459	23.0359058380127	tr|F7EYB9|F7EYB9_RAT
22.5165309906006	22.287712097168	21.0406246185303	19.0482006072998	22.3883743286133	22.8384590148926	tr|D4A6W6|D4A6W6_RAT
23.1580772399902	23.0241146087646	20.5256423950195	18.3595752716064	23.2389965057373	22.6800289154053	P47861|SYT5_RAT
25.0317058563232	24.9088478088379	20.645263671875	17.9858703613281	24.7695121765137	23.8950424194336	P31422|GRM3_RAT
22.7409839630127	22.5261173248291	20.0070705413818	18.6823272705078	24.7023983001709	23.5869197845459	P97633|KC1A_RAT
23.7181644439697	23.5044574737549	20.4263706207275	18.5237464904785	23.5754241943359	21.8346061706543	P11275|KCC2A_RAT
21.0492630004883	20.8423004150391	20.8055324554443	18.1305847167969	23.6649227142334	21.4374599456787	tr|F1M2D4|F1M2D4_RAT
26.7517471313477	26.8504314422607	25.8717346191406	24.1794967651367	26.5897808074951	27.2624855041504	Q4QRB4|TBB3_RAT
23.2961406707764	23.1580772399902	20.6178321838379	18.7327156066895	25.6567649841309	25.5165309906006	P68035|ACTC_RAT
24.2020969390869	24.0853748321533	22.5044574737549	20.1456928253174	24.4361896514893	23.3910007476807	tr|B4F7C2|B4F7C2_RAT
27.5897808074951	27.5014247894287	26.7644577026367	23.2820663452148	27.77077293396	26.9759635925293	P31000|VIME_RAT
24.9494895935059	24.8575687408447	24.1174354553223	22.5068817138672	24.052583694458	23.2360801696777	P10719|ATPB_RAT
21.9811992645264	22.1611557006836	21.7674922943115	19.0399265289307	25.2316913604736	24.498384475708	tr|D3ZBM3|D3ZBM3_RAT
21.139461517334	20.9601383209229	19.2464847564697	18.6779365539551	21.0263233184814	19.1508674621582	P34926|MAP1A_RAT
21.5213317871094	21.3538017272949	20.4676876068115	19.4984817504883	24.1946029663086	22.7327270507813	Q62747|SYT7_RAT
24.4040565490723	24.310079574585	22.1014938354492	20.8034114837646	20.4726543426514	20.0312385559082	D3ZHV2|MACF1_RAT
23.2534961700439	23.3645286560059	21.9742126464844	22.4195690155029	24.0853748321533	23.2820663452148	Q9QYP0|MEGF8_RAT
