P1_A	P1_B	P2_A	P2_B	P3_A	P3_B	""
#!{Type}E	E	E	E	E	E	T
#!{C:Treatment}A	B	A	B	A	B	
#!{C:Expt}P1	P1	P2	P2	P3	P3	
24.310079574585	23.3778247833252	20.5198650360107	17.8677349090576	24.3443508148193	23.3238868713379	P97686|NRCAM_RAT
26.0690727233887	25.2169704437256	23.9583683013916	22.3511066436768	25.5195331573486	26.3460426330566	tr|Q63116|Q63116_RAT
22.9811992645264	21.8384590148926	24.5044574737549	23.6540336608887	24.3778247833252	24.3975429534912	P97629|LCAP_RAT
26.4089221954346	25.5403785705566	24.3910007476807	22.8112735748291	26.7770595550537	25.7337608337402	O88778|BSN_RAT
24.4800052642822	23.6430625915527	24.2749767303467	21.9423484802246	24.9890193939209	23.7895488739014	tr|D3ZTL0|D3ZTL0_RAT
23.3375606536865	21.7915382385254	24.3711910247803	17.9167041778564	23.7389240264893	22.7532787322998	tr|D4ADS4|D4ADS4_RAT
26.8142108917236	26.0211505889893	23.8764266967773	18.2699413299561	27.4073028564453	26.2570991516113	tr|A0A0G2K782|A0A0G2K782_RAT
22.7735424041748	21.6843166351318	21.8190937042236	21.0821285247803	24.4861583709717	22.7654705047607	Q5M9G3|CAPR1_RAT
24.8432598114014	23.9405574798584	24.5344524383545	18.2421226501465	26.237174987793	25.7129287719727	tr|B2RYD7|B2RYD7_RAT
26.7129287719727	25.7103023529053	21.0224227905273	20.5356407165527	23.7895488739014	21.5403785705566	Q5MPA9|DCLK2_RAT
23.7795658111572	22.8894824981689	21.9351711273193	19.389949798584	24.7285823822021	24.052583694458	Q62950|DPYL1_RAT
25.9737758636475	25.1014938354492	23.7389240264893	22.904260635376	24.2820663452148	22.3671970367432	Q99JD4|CLAP2_RAT
23.1363353729248	22.2184505462646	20.7209033966064	18.8442611694336	22.0224227905273	21.9950714111328	tr|D4A644|D4A644_RAT
27.9922637939453	27.2444515228271	28.8504314422607	24.5869197845459	29.2847156524658	28.5609245300293	Q09073|ADT2_RAT
26.1699733734131	25.3942756652832	24.3778247833252	21.5213317871094	26.9868507385254	26.7259845733643	Q9JHY2|SFXN3_RAT
26.6864566802979	25.8142108917236	25.1756954193115	23.0821285247803	25.4645080566406	24.9088478088379	O08875|DCLK1_RAT
25.7619247436523	24.9450302124023	21.310079574585	21.176456451416	25.9868507385254	25.37451171875	O88871|GABR2_RAT
24.6811027526855	23.8093128204346	24.9539356231689	22.4551296234131	26.4861583709717	25.5580081939697	P29147|BDH_RAT
25.310079574585	24.4676208496094	20.3682594299316	19.0804920196533	24.1332015991211	22.3429946899414	tr|M0RB22|M0RB22_RAT
24.7076721191406	23.8764266967773	23.310079574585	21.6583995819092	24.0772457122803	26.7129287719727	tr|A0A0G2JUI5|A0A0G2JUI5_RAT
23.6430625915527	22.7855644226074	22.7835674285889	20.2649917602539	22.6342258453369	22.0558967590332	tr|F1M4J1|F1M4J1_RAT
29.9399967193604	29.3388366699219	29.7469520568848	28.3238868713379	30.7848777770996	30.0216808319092	Q05962|ADT1_RAT
24.6152648925781	23.7795658111572	20.4169960021973	20.0821285247803	25.0690727233887	24.3307399749756	P15205|MAP1B_RAT
26.6997528076172	25.9293117523193	28.7421398162842	27.4073028564453	27.3238868713379	26.5195331573486	P47819|GFAP_RAT
26.4186038970947	25.6917896270752	25.4953365325928	22.203592300415	19.6638145446777	19.4029140472412	P62986|RL40_RAT
28.4512042999268	27.783317565918	28.1794967651367	26.4377765655518	29.2307758331299	28.0030307769775	Q63617|HYOU1_RAT
28.0964756011963	27.4393634796143	26.2225093841553	24.7440662384033	27.931568145752	26.0359058380127	Q05695|L1CAM_RAT
23.0918426513672	21.632007598877	20.6464958190918	18.4392623901367	24.0853748321533	23.7181644439697	tr|F1MA42|F1MA42_RAT
25.0317058563232	24.2316913604736	20.9018630981445	18.7787475585938	25.4266242980957	24.5638370513916	Q7TMB7|PLPR4_RAT
22.0853748321533	20.6186294555664	19.8442668914795	17.7728042602539	23.5285034179688	21.5356407165527	P09951|SYN1_RAT
25.3273162841797	24.498384475708	24.3511066436768	21.7875576019287	26.0505104064941	24.9803276062012	Q9WU82|CTNB1_RAT
24.246265411377	23.4551296234131	20.151237487793	17.796422958374	24.7593879699707	22.7285823822021	tr|F1M3P6|F1M3P6_RAT
24.6152648925781	23.7895488739014	23.7695121765137	22.2331562042236	25.0974807739258	23.4922828674316	Q07310|NRX3A_RAT
24.7023983001709	23.904260635376	21.2006015777588	18.287712097168	23.1825294494629	22.8968906402588	P97527|CNTN5_RAT
22.6342258453369	21.4971656799316	20.7875576019287	19.1905975341797	24.3910007476807	23.60964012146	Q9ESQ7|PSD1_RAT
26.1623096466064	25.3678646087646	25.4582633972168	22.3128528594971	27.0711193084717	26.01051902771	Q9QXY2|SRCN1_RAT
24.2606925964355	23.4298191070557	19.8811073303223	17.8009719848633	19.6450481414795	19.1026134490967	tr|Q498C9|Q498C9_RAT
23.8950424194336	22.4750652313232	23.2961406707764	18.4260730743408	25.9088478088379	24.581184387207	Q7TQ16|QCR8_RAT
25.2820663452148	24.4800052642822	24.6864566802979	23.60964012146	25.6236610412598	25.1680603027344	O88917|AGRL1_RAT
24.3238868713379	23.5165309906006	23.6649227142334	22.9207077026367	24.7994651794434	23.632007598877	tr|D3ZN95|D3ZN95_RAT
25.0274925231934	24.246265411377	25.5014247894287	22.7181644439697	25.3273162841797	24.881103515625	P49134|ITB1_RAT
27.0914402008057	26.461389541626	25.8166542053223	23.4425296783447	27.4234218597412	27.2534961700439	P62909|RS3_RAT
23.6757297515869	22.8556690216064	23.0274925231934	20.4169960021973	24.9539356231689	24.1642284393311	Q9JIH7|WNK1_RAT
26.931568145752	26.2820663452148	25.4582633972168	18.8085746765137	28.8050117492676	25.246265411377	tr|D3ZT47|D3ZT47_RAT
25.2855968475342	24.5983257293701	24.0019588470459	22.761417388916	23.0475997924805	22.5777320861816	tr|G3V6K6|G3V6K6_RAT
24.5521545410156	25.3477325439453	23.3511066436768	21.6005954742432	25.4582633972168	24.7285823822021	tr|M0R4G0|M0R4G0_RAT
25.7311744689941	24.9759635925293	23.4800052642822	21.2243499755859	25.4769191741943	24.4676208496094	B2DD29|BRSK1_RAT
22.1642284393311	20.8423004150391	20.3194217681885	19.0222702026367	24.0608520507813	23.7076721191406	tr|A0A0G2JZA7|A0A0G2JZA7_RAT
23.4040565490723	22.1014938354492	24.1332015991211	18.5890941619873	25.1908416748047	24.1332015991211	D3ZAF6|ATPK_RAT
27.1014938354492	26.4582633972168	24.5754241943359	21.4374599456787	27.3409595489502	26.5696430206299	P97829|CD47_RAT
26.7644577026367	26.0894203186035	25.6837825775146	25.1983547210693	27.0505104064941	25.4645080566406	tr|D4A435|D4A435_RAT
25.5314807891846	24.8432598114014	24.5225296020508	22.0625	25.612455368042	24.8043975830078	Q03348|PTPRA_RAT
24.9933452606201	24.289119720459	21.8839015960693	21.9170684814453	24.7337608337402	21.9846801757813	tr|D3ZXQ2|D3ZXQ2_RAT
21.8950424194336	20.5914936065674	24.1253395080566	20.1946029663086	24.5926342010498	23.2534961700439	Q9EPH8|PABP1_RAT
26.6864566802979	26.0380001068115	26.3761692047119	23.904260635376	27.8973522186279	26.3578338623047	P0CC10|LRC4B_RAT
26.7895488739014	26.1034965515137	26.0752067565918	22.6928539276123	26.4800052642822	25.6430625915527	P63018|HSP7C_RAT
28.2579975128174	27.6389274597168	27.2353496551514	25.6594886779785	28.4512042999268	27.9922637939453	P14562|LAMP1_RAT
25.612455368042	24.931568145752	22.4775371551514	20.0558967590332	24.3778247833252	24.7233829498291	tr|D3ZPN0|D3ZPN0_RAT
26.4456901550293	25.8263854980469	25.6622085571289	23.6864566802979	26.7129287719727	25.931568145752	P06761|GRP78_RAT
24.1410217285156	23.2316913604736	22.0258045196533	21.6051254272461	24.4298191070557	22.176456451416	tr|D4A3L3|D4A3L3_RAT
26.4169960021973	25.7517471313477	23.9405574798584	21.0088119506836	25.1094856262207	25.0274925231934	tr|A0A140TAA1|A0A140TAA1_RAT
24.1332015991211	23.3238868713379	21.2065753936768	18.9742126464844	24.8384590148926	23.4169960021973	tr|D4A0A1|D4A0A1_RAT
22.1855583190918	20.9097633361816	19.9538021087646	18.7767887115479	23.017333984375	21.8839015960693	P61765|STXB1_RAT
25.0894203186035	24.384428024292	24.7389240264893	23.2961406707764	26.1680603027344	25.1332015991211	Q5RJR8|LRC59_RAT
25.3910007476807	24.7233829498291	20.6005954742432	18.4128665924072	25.1946029663086	24.3443508148193	tr|D3ZYR4|D3ZYR4_RAT
25.0442695617676	24.3778247833252	24.1487998962402	22.1300621032715	26.7517471313477	26.1526718139648	tr|A0A0G2K5L2|A0A0G2K5L2_RAT
24.9539356231689	24.246265411377	24.246265411377	23.0575504302979	22.6186294555664	21.3804702758789	tr|A0A0G2K719|A0A0G2K719_RAT
22.9759635925293	22.0558967590332	19.7054977416992	19.1286678314209	23.632007598877	22.9689502716064	A1L1I3|NUMBL_RAT
24.0190315246582	23.3375606536865	25.289119720459	24.2606925964355	24.4361896514893	23.7695121765137	tr|G3V667|G3V667_RAT
23.9494895935059	23.2389965057373	24.6864566802979	23.1930999755859	23.5869197845459	22.0918426513672	tr|F7EL93|F7EL93_RAT
22.4873847961426	21.5777320861816	20.9858684539795	19.0552864074707	24.0019588470459	23.0772457122803	tr|D4AE02|D4AE02_RAT
25.640308380127	24.7542991638184	24.4861583709717	20.7634449005127	26.5754241943359	23.9494895935059	tr|B5DFC3|B5DFC3_RAT
24.1718826293945	23.310079574585	24.9494895935059	22.4775371551514	27.0083847045898	26.7129287719727	tr|D3ZFQ8|D3ZFQ8_RAT
23.8857650756836	23.1825294494629	23.0558967590332	21.0886116027832	24.8575687408447	23.2534961700439	tr|D3ZE26|D3ZE26_RAT
27.1213932037354	26.5897808074951	24.1094856262207	23.2228775024414	27.0711193084717	26.0380001068115	O70277|TRIM3_RAT
23.8480453491211	23.1300621032715	19.0286178588867	19.4105606079102	25.3307399749756	24.3778247833252	tr|B0BN30|B0BN30_RAT
21.9387645721436	20.7389240264893	20.0841445922852	17.8524379730225	24.0934562683105	22.7347965240479	tr|A0A0G2K847|A0A0G2K847_RAT
20.7634449005127	19.5694103240967	20.9387645721436	20.2649917602539	22.6928539276123	21.3156185150146	tr|F1LYJ8|F1LYJ8_RAT
24.1565341949463	23.4800052642822	20.9875602722168	19.0660057067871	23.2820663452148	22.2331562042236	Q9JKA8|HCN3_RAT
25.0608520507813	24.4105396270752	25.3877182006836	23.4676208496094	25.5954818725586	25.4922828674316	Q5XIQ4|MGRN1_RAT
25.4008026123047	24.7542991638184	23.8384590148926	22.9601383209229	25.0649681091309	24.9933452606201	Q66HA5|C2D1A_RAT
24.6649227142334	23.967191696167	25.6375465393066	18.1421737670898	25.8166542053223	25.9517154693604	Q64232|TECR_RAT
24.7440662384033	24.1094856262207	22.6971035003662	18.4542140960693	21.2153739929199	18.8941211700439	Q6AYT3|RTCB_RAT
25.6811027526855	25.0853748321533	22.9405574798584	22.0325469970703	25.9383163452148	25.1292762756348	O35764|NPTXR_RAT
25.1174354553223	24.5105075836182	23.3375606536865	19.4415168762207	25.8190937042236	25.6375465393066	P63079|GBRB3_RAT
23.5983257293701	22.9387645721436	22.8931922912598	21.3211345672607	23.9405574798584	23.1626930236816	Q6MG48|PRC2A_RAT
23.931568145752	24.7644577026367	19.679271697998	19.1254196166992	24.2606925964355	22.7368602752686	Q4FZU2|K2C6A_RAT
25.5667419433594	24.9715843200684	21.5731143951416	20.8950424194336	25.2389965057373	24.9134216308594	tr|A0A0G2K0W3|A0A0G2K0W3_RAT
25.8263854980469	25.2132663726807	24.9890193939209	23.310079574585	25.2353496551514	25.4425296783447	P21707|SYT1_RAT
27.783317565918	27.2624855041504	23.2065753936768	21.7223415374756	26.4425296783447	25.5225296020508	tr|Q8R490|Q8R490_RAT
23.7795658111572	22.988151550293	20.0231590270996	18.5662441253662	20.4648857116699	19.8356075286865	P54313|GBB2_RAT
25.3238868713379	25.9293117523193	20.2065753936768	19.3056335449219	28.3578338623047	28.1064949035645	Q6IMF3|K2C1_RAT
22.3156185150146	21.176456451416	23.4676208496094	22.3988475799561	24.0934562683105	23.2477149963379	tr|F1LUC0|F1LUC0_RAT
23.9494895935059	22.8210430145264	19.9459247589111	19.316722869873	23.6971035003662	22.4551296234131	Q02563|SV2A_RAT
24.4298191070557	23.7593879699707	23.9933452606201	18.3672428131104	24.8904113769531	24.2749767303467	P13638|AT1B2_RAT
24.9179801940918	24.2961406707764	20.0564918518066	19.8909168243408	25.0649681091309	23.7994651794434	tr|A0A0G2JY03|A0A0G2JY03_RAT
23.3645286560059	22.5937747955322	20.2289371490479	18.3062019348145	24.6757297515869	24.4298191070557	tr|D4A3H5|D4A3H5_RAT
25.6944484710693	25.052583694458	25.3477325439453	22.2448139190674	25.6180686950684	25.6971035003662	Q9JHW1|CBPD_RAT
24.3910007476807	23.6430625915527	23.1363353729248	22.6297874450684	25.6703357696533	24.8904113769531	Q9QWJ9|NRP1_RAT
25.5696430206299	24.9583683013916	24.9715843200684	22.7265033721924	26.2534961700439	24.7945156097412	Q62889|NLGN3_RAT
21.2243499755859	22.3429946899414	20.1736221313477	18.5074157714844	26.6180686950684	25.8093128204346	Q6P6Q2|K2C5_RAT
27.8019332885742	27.2714195251465	26.2516918182373	25.498384475708	28.6075248718262	27.3578338623047	P69897|TBB5_RAT
22.3538017272949	21.2534961700439	20.3082218170166	18.1089649200439	21.8268718719482	19.988151550293	tr|Q6P3V8|Q6P3V8_RAT
25.498384475708	24.9270534515381	24.881103515625	20.8950424194336	25.7895488739014	25.5135231018066	Q60587|ECHB_RAT
25.5983257293701	24.9583683013916	26.0587882995605	25.6430625915527	25.7945156097412	25.0772457122803	Q8K3V3|AGRG1_RAT
22.4425296783447	21.6627521514893	19.9791622161865	18.4268760681152	24.246265411377	21.688591003418	tr|A0A0G2JZX5|A0A0G2JZX5_RAT
26.0041027069092	25.4105396270752	23.8950424194336	21.4775371551514	25.6375465393066	24.187068939209	P08413|KCC2B_RAT
